"Name", "Stmts", "Miss", "Cover"
"scarajectory/core/service/dsl/compiler/tool_command_compiler.py", "28", "1", "96%"
"scarajectory/core/service/dsl/exporter/__init__.py", "9", "0", "100%"
"scarajectory/core/service/dsl/exporter/iscara_plan_exporter.py", "14", "0", "100%"
"scarajectory/core/service/dsl/exporter/scara_plan_exporter.py", "25", "1", "96%"
"scarajectory/core/service/dsl/iscara_dsl_compiler.py", "15", "0", "100%"
"scarajectory/core/service/dsl/iscara_dsl_service.py", "15", "0", "100%"
"scarajectory/core/service/dsl/iscara_dsl_validator.py", "16", "0", "100%"
"scarajectory/core/service/dsl/iscara_plan_exporter_service.py", "14", "0", "100%"
"scarajectory/core/service/dsl/lexer/__init__.py", "9", "0", "100%"
"scarajectory/core/service/dsl/lexer/iscara_lexer.py", "14", "0", "100%"
"scarajectory/core/service/dsl/lexer/scara_lexer.py", "51", "5", "90%"
"scarajectory/core/service/dsl/linter/__init__.py", "9", "0", "100%"
"scarajectory/core/service/dsl/linter/iscara_linter.py", "15", "0", "100%"
"scarajectory/core/service/dsl/linter/rules/__init__.py", "9", "0", "100%"
"scarajectory/core/service/dsl/linter/rules/iscara_lint_rule.py", "16", "0", "100%"
"scarajectory/core/service/dsl/linter/rules/motion_lint_rule.py", "37", "2", "95%"
"scarajectory/core/service/dsl/linter/rules/pneumatic_lint_rule.py", "41", "4", "90%"
"scarajectory/core/service/dsl/linter/rules/state_lint_rule.py", "25", "0", "100%"
"scarajectory/core/service/dsl/linter/rules/timing_lint_rule.py", "26", "1", "96%"
"scarajectory/core/service/dsl/linter/scara_lint_context.py", "19", "0", "100%"
"scarajectory/core/service/dsl/linter/scara_linter.py", "35", "0", "100%"
"scarajectory/core/service/dsl/macro/__init__.py", "9", "0", "100%"
"scarajectory/core/service/dsl/macro/frame_macro_expander.py", "27", "10", "63%"
"scarajectory/core/service/dsl/macro/imacro_expander.py", "16", "0", "100%"
"scarajectory/core/service/dsl/macro/jump_macro_expander.py", "34", "17", "50%"
"scarajectory/core/service/dsl/macro/pallet_macro_expander.py", "42", "24", "43%"
"scarajectory/core/service/dsl/macro/tangent_macro_expander.py", "30", "12", "60%"
"scarajectory/core/service/dsl/parser/__init__.py", "9", "0", "100%"
"scarajectory/core/service/dsl/parser/commands/__init__.py", "9", "0", "100%"
"scarajectory/core/service/dsl/parser/commands/approach_retract_parser.py", "22", "4", "82%"
"scarajectory/core/service/dsl/parser/commands/arc_command_parser.py", "22", "4", "82%"
"scarajectory/core/service/dsl/parser/commands/config_command_parser.py", "43", "12", "72%"
"scarajectory/core/service/dsl/parser/commands/flow_command_parser.py", "36", "6", "83%"
"scarajectory/core/service/dsl/parser/commands/frame_command_parser.py", "23", "5", "78%"
"scarajectory/core/service/dsl/parser/commands/jog_command_parser.py", "27", "10", "63%"
"scarajectory/core/service/dsl/parser/commands/jump_command_parser.py", "20", "2", "90%"
"scarajectory/core/service/dsl/parser/commands/motion_command_parser.py", "24", "0", "100%"
"scarajectory/core/service/dsl/parser/commands/pallet_command_parser.py", "26", "8", "69%"
"scarajectory/core/service/dsl/parser/commands/probe_command_parser.py", "20", "2", "90%"
"scarajectory/core/service/dsl/parser/commands/tool_command_parser.py", "32", "3", "91%"
"scarajectory/core/service/dsl/parser/commands/tool_orient_command_parser.py", "27", "9", "67%"
"scarajectory/core/service/dsl/parser/commands/zone_command_parser.py", "27", "1", "96%"
"scarajectory/core/service/dsl/parser/icommand_parser.py", "16", "0", "100%"
"scarajectory/core/service/dsl/parser/iscara_parser.py", "17", "0", "100%"
"scarajectory/core/service/dsl/parser/parameter_extractor.py", "40", "8", "80%"
"scarajectory/core/service/dsl/parser/scara_parser.py", "63", "5", "92%"
"scarajectory/core/service/dsl/scara_dsl_service.py", "60", "3", "95%"
"scarajectory/core/service/engine.py", "55", "1", "98%"
"scarajectory/core/service/iservice.py", "26", "0", "100%"
"scarajectory/core/service/kinematics/__init__.py", "9", "0", "100%"
"scarajectory/core/service/kinematics/ikinematics_service.py", "23", "0", "100%"
"scarajectory/core/service/kinematics/kinematics_service.py", "85", "4", "95%"
"scarajectory/core/service/trajectory/__init__.py", "9", "0", "100%"
"scarajectory/core/service/trajectory/iplan_command_service.py", "16", "0", "100%"
"scarajectory/core/service/trajectory/iplan_persistence_service.py", "14", "0", "100%"
"scarajectory/core/service/trajectory/iplan_storage_service.py", "18", "0", "100%"
"scarajectory/core/service/trajectory/iplan_validation_service.py", "13", "0", "100%"
"scarajectory/core/service/trajectory/itrajectory_observer.py", "14", "0", "100%"
"scarajectory/core/service/trajectory/itrajectory_validator.py", "28", "0", "100%"
"scarajectory/core/service/trajectory/trajectory_validator.py", "76", "10", "87%"
"scarajectory/engine.py", "64", "30", "53%"
"scarajectory/infrastructure/__init__.py", "9", "0", "100%"
"scarajectory/infrastructure/cli/__init__.py", "9", "0", "100%"
"scarajectory/infrastructure/cli/engine.py", "39", "7", "82%"
"scarajectory/infrastructure/cli/icli.py", "15", "0", "100%"
"scarajectory/infrastructure/cli/setup/__init__.py", "9", "0", "100%"
"scarajectory/infrastructure/cli/setup/bundle.py", "22", "1", "95%"
"scarajectory/infrastructure/cli/setup/dep_validator.py", "36", "5", "86%"
"scarajectory/infrastructure/cli/setup/dependencies.py", "18", "0", "100%"
"scarajectory/infrastructure/cli/setup/factory.py", "37", "1", "97%"
"scarajectory/infrastructure/cli/setup/keys.py", "28", "0", "100%"
"scarajectory/infrastructure/cli/setup/opt_validator.py", "36", "5", "86%"
"scarajectory/infrastructure/cli/setup/options.py", "17", "0", "100%"
"scarajectory/infrastructure/cli/setup/registry.py", "24", "1", "96%"
"scarajectory/infrastructure/cli/setup/validator.py", "43", "5", "88%"
"scarajectory/infrastructure/command/__init__.py", "9", "0", "100%"
"scarajectory/infrastructure/command/command.py", "16", "0", "100%"
"scarajectory/infrastructure/command/icommand_definition.py", "14", "0", "100%"
"scarajectory/infrastructure/command/icommand_executor.py", "14", "0", "100%"
"scarajectory/infrastructure/command/studio_command_definition.py", "24", "1", "96%"
"scarajectory/infrastructure/command/studio_command_executor.py", "38", "15", "61%"
"scarajectory/infrastructure/communication/__init__.py", "9", "0", "100%"
"scarajectory/infrastructure/communication/preferences/__init__.py", "9", "0", "100%"
"scarajectory/infrastructure/communication/preferences/connection_preferences_repository.py", "55", "5", "91%"
"scarajectory/infrastructure/communication/preferences/iconnection_preferences_repository.py", "14", "14", "0%"
"scarajectory/infrastructure/communication/protocol/__init__.py", "8", "0", "100%"
"scarajectory/infrastructure/communication/protocol/command_formatter.py", "13", "0", "100%"
"scarajectory/infrastructure/communication/protocol/command_templates.py", "46", "2", "96%"
"scarajectory/infrastructure/communication/protocol/config_command_formatter.py", "22", "4", "82%"
"scarajectory/infrastructure/communication/protocol/motion_command_formatter.py", "70", "18", "74%"
"scarajectory/infrastructure/communication/protocol/protocol_parser.py", "108", "26", "76%"
"scarajectory/infrastructure/communication/protocol/robot_response_dto.py", "17", "0", "100%"
"scarajectory/infrastructure/communication/protocol/tool_command_formatter.py", "25", "0", "100%"
"scarajectory/infrastructure/communication/serial_device_preferences.py", "19", "1", "95%"
"scarajectory/infrastructure/communication/serial_port_scanner.py", "36", "5", "86%"
"scarajectory/infrastructure/communication/streamer/__init__.py", "9", "0", "100%"
"scarajectory/infrastructure/communication/streamer/flow_controller.py", "64", "16", "75%"
"scarajectory/infrastructure/communication/streamer/robot_controller.py", "53", "8", "85%"
"scarajectory/infrastructure/communication/streamer/stream_execution_worker.py", "102", "15", "85%"
"scarajectory/infrastructure/communication/streamer/trajectory_streamer.py", "126", "56", "56%"
"scarajectory/infrastructure/communication/transport/__init__.py", "8", "0", "100%"
"scarajectory/infrastructure/communication/transport/base_transport.py", "106", "59", "44%"
"scarajectory/infrastructure/communication/transport/itransport.py", "19", "0", "100%"
"scarajectory/infrastructure/communication/transport/serial_transport.py", "40", "13", "68%"
"scarajectory/infrastructure/communication/transport/tcp_transport.py", "61", "34", "44%"
"scarajectory/infrastructure/communication/transport/transport_factory.py", "21", "1", "95%"
"scarajectory/infrastructure/gui/__init__.py", "9", "0", "100%"
"scarajectory/infrastructure/gui/canvas/__init__.py", "9", "0", "100%"
"scarajectory/infrastructure/gui/canvas/canvas.py", "90", "21", "77%"
"scarajectory/infrastructure/gui/canvas/canvas_background_renderer.py", "85", "5", "94%"
"scarajectory/infrastructure/gui/canvas/canvas_event_binder.py", "49", "14", "71%"
"scarajectory/infrastructure/gui/canvas/canvas_mouse_handler.py", "99", "31", "69%"
"scarajectory/infrastructure/gui/canvas/canvas_preview_renderer.py", "29", "0", "100%"
"scarajectory/infrastructure/gui/canvas/canvas_renderer.py", "27", "0", "100%"
"scarajectory/infrastructure/gui/canvas/canvas_tool_handler.py", "42", "0", "100%"
"scarajectory/infrastructure/gui/canvas/canvas_trajectory_renderer.py", "40", "0", "100%"
"scarajectory/infrastructure/gui/canvas/icanvas.py", "20", "0", "100%"
"scarajectory/infrastructure/gui/controls/__init__.py", "9", "0", "100%"
"scarajectory/infrastructure/gui/controls/controls.py", "54", "4", "93%"
"scarajectory/infrastructure/gui/controls/icontrols_panel.py", "16", "0", "100%"
"scarajectory/infrastructure/gui/dsl/__init__.py", "9", "0", "100%"
"scarajectory/infrastructure/gui/dsl/dsl_code_editor.py", "37", "4", "89%"
"scarajectory/infrastructure/gui/dsl/dsl_console_view.py", "27", "3", "89%"
"scarajectory/infrastructure/gui/dsl/dsl_document_manager.py", "42", "0", "100%"
"scarajectory/infrastructure/gui/dsl/dsl_editor_tab.py", "111", "40", "64%"
"scarajectory/infrastructure/gui/dsl/dsl_editor_toolbar.py", "48", "3", "94%"
"scarajectory/infrastructure/gui/dsl/dsl_example_catalog.py", "36", "4", "89%"
"scarajectory/infrastructure/gui/dsl/dsl_syntax_highlighter.py", "55", "0", "100%"
"scarajectory/infrastructure/gui/dsl/emulator_launcher.py", "34", "0", "100%"
"scarajectory/infrastructure/gui/dsl/iemulator_launcher.py", "13", "0", "100%"
"scarajectory/infrastructure/gui/editor/__init__.py", "9", "0", "100%"
"scarajectory/infrastructure/gui/editor/itable.py", "14", "0", "100%"
"scarajectory/infrastructure/gui/editor/preview_tab.py", "34", "5", "85%"
"scarajectory/infrastructure/gui/editor/table.py", "77", "29", "62%"
"scarajectory/infrastructure/gui/editor/validation_tab.py", "42", "9", "79%"
"scarajectory/infrastructure/gui/editor/waypoint_editor.py", "72", "17", "76%"
"scarajectory/infrastructure/gui/engine.py", "99", "19", "81%"
"scarajectory/infrastructure/gui/gui_event_mediator.py", "40", "0", "100%"
"scarajectory/infrastructure/gui/igui.py", "17", "0", "100%"
"scarajectory/infrastructure/gui/menu/__init__.py", "9", "0", "100%"
"scarajectory/infrastructure/gui/menu/iapp_menu_bar.py", "16", "16", "0%"
"scarajectory/infrastructure/gui/menu/menu_bar.py", "97", "32", "67%"
"scarajectory/infrastructure/gui/model/__init__.py", "9", "0", "100%"
"scarajectory/infrastructure/gui/model/canvas_interaction_state.py", "26", "0", "100%"
"scarajectory/infrastructure/gui/model/canvas_settings.py", "15", "0", "100%"
"scarajectory/infrastructure/gui/model/canvas_tool_mode.py", "17", "0", "100%"
"scarajectory/infrastructure/gui/model/viewport_transform.py", "49", "0", "100%"
"scarajectory/infrastructure/gui/stream/__init__.py", "9", "0", "100%"
"scarajectory/infrastructure/gui/stream/jog_tab.py", "69", "8", "88%"
"scarajectory/infrastructure/gui/stream/port_connection_panel.py", "60", "17", "72%"
"scarajectory/infrastructure/gui/stream/robot_override_panel.py", "40", "4", "90%"
"scarajectory/infrastructure/gui/stream/serial_console.py", "51", "17", "67%"
"scarajectory/infrastructure/gui/stream/stream_control_panel.py", "18", "0", "100%"
"scarajectory/infrastructure/gui/stream/stream_progress_adapter.py", "36", "13", "64%"
"scarajectory/infrastructure/gui/stream/stream_status_bar.py", "30", "5", "83%"
"scarajectory/infrastructure/gui/stream/streamer_tab.py", "109", "41", "62%"
"scarajectory/infrastructure/gui/theme/__init__.py", "9", "0", "100%"
"scarajectory/infrastructure/gui/theme/theme.py", "58", "0", "100%"
"scarajectory/infrastructure/gui/toolbar/__init__.py", "9", "0", "100%"
"scarajectory/infrastructure/gui/toolbar/itoolbar.py", "15", "15", "0%"
"scarajectory/infrastructure/gui/toolbar/toolbar.py", "73", "9", "88%"
"scarajectory/infrastructure/storage/__init__.py", "9", "0", "100%"
"scarajectory/infrastructure/storage/plan_storage_service.py", "48", "0", "100%"
"scarajectory/setup/__init__.py", "9", "0", "100%"
"scarajectory/setup/bundle.py", "25", "1", "96%"
"scarajectory/setup/dep_validator.py", "36", "5", "86%"
"scarajectory/setup/dependencies.py", "21", "0", "100%"
"scarajectory/setup/factory.py", "102", "4", "96%"
"scarajectory/setup/keys.py", "37", "0", "100%"
"scarajectory/setup/opt_validator.py", "36", "5", "86%"
"scarajectory/setup/options.py", "20", "0", "100%"
"scarajectory/setup/registry.py", "34", "1", "97%"
"scarajectory/setup/validator.py", "53", "5", "91%"
"Total", "6983", "1047", "85%"
